"","date","county","state","jail_population","resident_population","cases","deaths","jail_incarceration_rate_per_100k","urbanicity"
"349",2020-03-13,"Bernalillo","New Mexico",1660,679121,5,0,244.4,"small/mid"
"350",2020-03-13,"Boone","Indiana",171,67843,1,0,252.1,"suburban"
"351",2020-03-13,"Burlington","New Jersey",376,445349,3,0,84.4,"suburban"
"352",2020-03-13,"Cabarrus","North Carolina",316,216453,1,0,146,"suburban"
"353",2020-03-13,"Chelan","Washington",200,77200,1,1,259.1,"small/mid"
"354",2020-03-13,"Clark","Washington",654,488241,3,0,134,"suburban"
"355",2020-03-13,"Clay","Florida",421,219252,1,0,192,"suburban"
"356",2020-03-13,"Columbia","Washington",6,3985,1,0,150.6,"small/mid"
"357",2020-03-13,"Cumberland","Maine",336,295003,1,0,113.9,"small/mid"
"358",2020-03-13,"Cumberland","Pennsylvania",399,253370,3,0,157.5,"small/mid"
"359",2020-03-13,"Deschutes","Oregon",274,197692,1,0,138.6,"small/mid"
"360",2020-03-13,"Douglas","Colorado",343,351154,4,0,97.7,"suburban"
"361",2020-03-13,"Douglas","Oregon",186,110980,1,0,167.6,"rural"
"362",2020-03-13,"Fayette","Georgia",201,114421,1,0,175.7,"suburban"
"363",2020-03-13,"Floyd","Georgia",642,98498,2,0,651.8,"small/mid"
"364",2020-03-13,"Forsyth","North Carolina",789,382295,2,0,206.4,"small/mid"
"365",2020-03-13,"Galveston","Texas",966,342139,1,0,282.3,"suburban"
"366",2020-03-13,"Gordon","Georgia",288,57963,2,0,496.9,"rural"
"367",2020-03-13,"Grays Harbor","Washington",207,75061,1,0,275.8,"rural"
"368",2020-03-13,"Hanover","Virginia",366,107766,1,0,339.6,"suburban"
"369",2020-03-13,"Hendricks","Indiana",259,170311,2,0,152.1,"suburban"
"370",2020-03-13,"Howard","Indiana",438,82544,1,0,530.6,"small/mid"
"371",2020-03-13,"Island","Washington",60,85141,3,0,70.5,"rural"
"372",2020-03-13,"Jackson","Oregon",326,220944,2,0,147.5,"small/mid"
"373",2020-03-13,"Jefferson","Alabama",1052,658573,2,0,159.7,"urban"
"374",2020-03-13,"Jefferson","Arkansas",299,66824,1,0,447.4,"small/mid"
"375",2020-03-13,"Jefferson","Colorado",1229,582881,7,0,210.8,"suburban"
"376",2020-03-13,"Jefferson","Washington",26,32221,1,0,80.7,"rural"
"377",2020-03-13,"Kershaw","South Carolina",78,66551,9,0,117.2,"small/mid"
"378",2020-03-13,"King","Washington",67,2252782,329,33,3,"urban"
"379",2020-03-13,"Kitsap","Washington",349,271473,3,0,128.6,"small/mid"
"380",2020-03-13,"Klamath","Oregon",127,68238,1,0,186.1,"rural"
"381",2020-03-13,"Lewis and Clark","Montana",103,69432,1,0,148.3,"rural"
"382",2020-03-13,"Linn","Oregon",208,129749,8,0,160.3,"small/mid"
"383",2020-03-13,"Marion","Indiana",1962,964582,2,0,203.4,"urban"
"384",2020-03-13,"Marion","Oregon",519,347818,2,0,149.2,"small/mid"
"385",2020-03-13,"Milwaukee","Wisconsin",1933,945726,2,0,204.4,"urban"
"386",2020-03-13,"Monroe","New York",781,741770,1,0,105.3,"urban"
"387",2020-03-13,"Multnomah","Oregon",1108,812855,1,0,136.3,"urban"
"388",2020-03-13,"Napa","California",277,137744,1,0,201.1,"small/mid"
"389",2020-03-13,"Nassau","Florida",236,88625,1,0,266.3,"suburban"
"390",2020-03-13,"Ocean","New Jersey",324,607186,1,0,53.4,"suburban"
"391",2020-03-13,"Polk","Georgia",184,42613,1,0,431.8,"rural"
"392",2020-03-13,"Prince George's","Maryland",885,909327,7,0,97.3,"suburban"
"393",2020-03-13,"Pueblo","Colorado",670,168424,1,0,397.8,"small/mid"
"394",2020-03-13,"Racine","Wisconsin",715,196311,1,0,364.2,"small/mid"
"395",2020-03-13,"Salt Lake","Utah",2141,1160437,4,0,184.5,"urban"
"396",2020-03-13,"Santa Rosa","Florida",639,184313,1,1,346.7,"small/mid"
"397",2020-03-13,"Sarasota","Florida",895,433742,2,0,206.3,"small/mid"
"398",2020-03-13,"Sheboygan","Wisconsin",347,115340,3,0,300.8,"small/mid"
"399",2020-03-13,"Skagit","Washington",266,129205,3,0,205.9,"small/mid"
"400",2020-03-13,"Snohomish","Washington",711,822083,132,3,86.5,"suburban"
"401",2020-03-13,"Spartanburg","South Carolina",732,319785,1,0,228.9,"small/mid"
"402",2020-03-13,"St. Johns","Florida",447,264672,1,0,168.9,"suburban"
"403",2020-03-13,"Stanislaus","California",1339,550660,2,0,243.2,"small/mid"
"404",2020-03-13,"Thurston","Washington",26,290536,3,0,8.9,"small/mid"
"405",2020-03-13,"Tulare","California",1559,466195,2,0,334.4,"small/mid"
"406",2020-03-13,"Virginia Beach city","Virginia",1503,449974,2,0,334,"urban"
"407",2020-03-13,"Wake","North Carolina",1224,1111761,9,0,110.1,"urban"
"408",2020-03-13,"Walla Walla","Washington",70,60760,1,0,115.2,"small/mid"
"409",2020-03-13,"Washington","Oregon",872,601592,10,0,144.9,"suburban"
"410",2020-03-13,"Worcester","Massachusetts",760,830622,2,0,91.5,"small/mid"
"411",2020-03-13,"Wright","Minnesota",175,138377,1,0,126.5,"suburban"
"412",2020-03-13,"Yakima","Washington",889,250873,2,0,354.4,"small/mid"
"413",2020-03-14,"Alachua","Florida",728,269043,3,0,270.6,"small/mid"
"414",2020-03-14,"Arapahoe","Colorado",1119,656590,10,0,170.4,"suburban"
"415",2020-03-14,"Baldwin","Alabama",581,223234,1,0,260.3,"small/mid"
"416",2020-03-14,"Bartow","Georgia",655,107738,7,0,608,"suburban"
"417",2020-03-14,"Bell","Texas",866,362924,1,0,238.6,"small/mid"
"418",2020-03-14,"Bergen","New Jersey",636,932202,31,1,68.2,"suburban"
"419",2020-03-14,"Bernalillo","New Mexico",1650,679121,6,0,243,"small/mid"
"420",2020-03-14,"Blaine","Idaho",63,23021,2,0,273.7,"rural"
"421",2020-03-14,"Boone","Indiana",174,67843,1,0,256.5,"suburban"
"422",2020-03-14,"Boulder","Colorado",622,326196,1,0,190.7,"small/mid"
"423",2020-03-14,"Burlington","New Jersey",373,445349,3,0,83.8,"suburban"
"424",2020-03-14,"Cabarrus","North Carolina",318,216453,1,0,146.9,"suburban"
"425",2020-03-14,"Chelan","Washington",196,77200,1,1,253.9,"small/mid"
"426",2020-03-14,"Clackamas","Oregon",414,418187,1,0,99,"suburban"
"427",2020-03-14,"Clark","Washington",619,488241,3,0,126.8,"suburban"
"428",2020-03-14,"Clay","Florida",417,219252,1,0,190.2,"suburban"
"429",2020-03-14,"Columbia","Washington",7,3985,1,0,175.7,"small/mid"
"430",2020-03-14,"Coweta","Georgia",405,148509,2,0,272.7,"suburban"
"431",2020-03-14,"Cumberland","Maine",328,295003,2,0,111.2,"small/mid"
"432",2020-03-14,"Cumberland","Pennsylvania",401,253370,3,0,158.3,"small/mid"
"433",2020-03-14,"Dallas","Iowa",28,93453,1,0,30,"small/mid"
"434",2020-03-14,"Deschutes","Oregon",273,197692,3,0,138.1,"small/mid"
"435",2020-03-14,"Douglas","Colorado",350,351154,4,0,99.7,"suburban"
"436",2020-03-14,"Douglas","Oregon",189,110980,1,0,170.3,"rural"
"437",2020-03-14,"Floyd","Georgia",644,98498,3,0,653.8,"small/mid"
"438",2020-03-14,"Forrest","Mississippi",189,74897,3,0,252.3,"small/mid"
"439",2020-03-14,"Franklin","Ohio",1949,1316756,1,0,148,"urban"
"440",2020-03-14,"Galveston","Texas",965,342139,1,0,282,"suburban"
"441",2020-03-14,"Gordon","Georgia",290,57963,2,0,500.3,"rural"
"442",2020-03-14,"Grays Harbor","Washington",209,75061,1,0,278.4,"rural"
"443",2020-03-14,"Hanover","Virginia",379,107766,1,0,351.7,"suburban"
"444",2020-03-14,"Hendricks","Indiana",265,170311,2,0,155.6,"suburban"
"445",2020-03-14,"Henry","Missouri",94,21824,1,0,430.7,"rural"
"446",2020-03-14,"Howard","Indiana",447,82544,1,0,541.5,"small/mid"
"447",2020-03-14,"Island","Washington",59,85141,6,0,69.3,"rural"
"448",2020-03-14,"Jackson","Oregon",334,220944,2,0,151.2,"small/mid"
"449",2020-03-14,"Jefferson","Alabama",1048,658573,6,0,159.1,"urban"
"450",2020-03-14,"Jefferson","Arkansas",294,66824,2,0,440,"small/mid"
"451",2020-03-14,"Jefferson","Colorado",1225,582881,9,0,210.2,"suburban"
"452",2020-03-14,"Jefferson","Washington",27,32221,1,0,83.8,"rural"
"453",2020-03-14,"Kershaw","South Carolina",88,66551,11,0,132.2,"small/mid"
"454",2020-03-14,"King","Washington",64,2252782,389,36,2.8,"urban"
"455",2020-03-14,"Kitsap","Washington",337,271473,3,0,124.1,"small/mid"
"456",2020-03-14,"Klamath","Oregon",120,68238,1,0,175.9,"rural"
"457",2020-03-14,"LaPorte","Indiana",339,109888,1,0,308.5,"small/mid"
"458",2020-03-14,"Lewis and Clark","Montana",108,69432,1,0,155.5,"rural"
"459",2020-03-14,"Lexington","South Carolina",508,298750,1,0,170,"small/mid"
"460",2020-03-14,"Linn","Oregon",206,129749,9,0,158.8,"small/mid"
"461",2020-03-14,"Marion","Indiana",1937,964582,3,0,200.8,"urban"
"462",2020-03-14,"Milwaukee","Wisconsin",1874,945726,6,0,198.2,"urban"
"463",2020-03-14,"Monroe","New York",772,741770,2,0,104.1,"urban"
"464",2020-03-14,"Montgomery","Kentucky",206,28157,1,0,731.6,"rural"
"465",2020-03-14,"Multnomah","Oregon",1134,812855,1,1,139.5,"urban"
"466",2020-03-14,"Napa","California",279,137744,1,0,202.5,"small/mid"
"467",2020-03-14,"Nassau","Florida",244,88625,1,0,275.3,"suburban"
"468",2020-03-14,"Nelson","Kentucky",119,46233,1,0,257.4,"rural"
"469",2020-03-14,"Ocean","New Jersey",317,607186,1,0,52.2,"suburban"
"470",2020-03-14,"Polk","Georgia",186,42613,1,0,436.5,"rural"
"471",2020-03-14,"Prince George's","Maryland",875,909327,7,0,96.2,"suburban"
"472",2020-03-14,"Pueblo","Colorado",651,168424,1,0,386.5,"small/mid"
"473",2020-03-14,"Racine","Wisconsin",695,196311,1,0,354,"small/mid"
"474",2020-03-14,"Renville","Minnesota",33,14548,1,0,226.8,"rural"
"475",2020-03-14,"Salt Lake","Utah",2099,1160437,15,0,180.9,"urban"
"476",2020-03-14,"Santa Rosa","Florida",634,184313,1,1,344,"small/mid"
"477",2020-03-14,"Sarasota","Florida",902,433742,2,0,208,"small/mid"
"478",2020-03-14,"Shasta","California",473,180080,1,0,262.7,"small/mid"
"479",2020-03-14,"Sheboygan","Wisconsin",347,115340,3,0,300.8,"small/mid"
"480",2020-03-14,"Skagit","Washington",260,129205,3,0,201.2,"small/mid"
"481",2020-03-14,"Snohomish","Washington",718,822083,154,3,87.3,"suburban"
"482",2020-03-14,"Spartanburg","South Carolina",738,319785,1,0,230.8,"small/mid"
"483",2020-03-14,"St. Johns","Florida",451,264672,1,0,170.4,"suburban"
"484",2020-03-14,"Stanislaus","California",1330,550660,2,0,241.5,"small/mid"
"485",2020-03-14,"Thurston","Washington",18,290536,3,0,6.2,"small/mid"
"486",2020-03-14,"Tulare","California",1566,466195,3,0,335.9,"small/mid"
"487",2020-03-14,"Virginia Beach city","Virginia",1505,449974,3,0,334.5,"urban"
"488",2020-03-14,"Wake","North Carolina",1249,1111761,11,0,112.3,"urban"
"489",2020-03-14,"Walla Walla","Washington",80,60760,1,0,131.7,"small/mid"
"490",2020-03-14,"Washington","Oregon",868,601592,13,0,144.3,"suburban"
"491",2020-03-14,"Whatcom","Washington",289,229247,2,0,126.1,"small/mid"
"492",2020-03-14,"Woodford","Illinois",50,38459,1,0,130,"small/mid"
"493",2020-03-14,"Worcester","Massachusetts",750,830622,2,0,90.3,"small/mid"
"494",2020-03-14,"Wright","Minnesota",178,138377,1,0,128.6,"suburban"
"495",2020-03-14,"Yakima","Washington",878,250873,3,0,350,"small/mid"
"496",2020-03-15,"Adams","Colorado",926,517421,6,0,179,"suburban"
"497",2020-03-15,"Alachua","Florida",729,269043,4,0,271,"small/mid"
"498",2020-03-15,"Alameda","California",2650,1671329,37,0,158.6,"urban"
"499",2020-03-15,"Anderson","South Carolina",90,202558,2,0,44.4,"small/mid"
"500",2020-03-15,"Arapahoe","Colorado",1124,656590,15,0,171.2,"suburban"
"501",2020-03-15,"Arlington","Virginia",298,236842,8,0,125.8,"urban"
"502",2020-03-15,"Baldwin","Alabama",582,223234,1,0,260.7,"small/mid"
"503",2020-03-15,"Bartow","Georgia",660,107738,9,0,612.6,"suburban"
"504",2020-03-15,"Beaufort","South Carolina",213,192122,3,0,110.9,"small/mid"
"505",2020-03-15,"Bell","Texas",863,362924,1,0,237.8,"small/mid"
"506",2020-03-15,"Bergen","New Jersey",635,932202,32,1,68.1,"suburban"
"507",2020-03-15,"Bernalillo","New Mexico",1657,679121,10,0,244,"small/mid"
"508",2020-03-15,"Blaine","Idaho",64,23021,2,0,278,"rural"
"509",2020-03-15,"Boone","Indiana",176,67843,1,0,259.4,"suburban"
"510",2020-03-15,"Boulder","Colorado",626,326196,7,0,191.9,"small/mid"
"511",2020-03-15,"Bourbon","Kentucky",224,19788,1,0,1132,"small/mid"
"512",2020-03-15,"Burlington","New Jersey",370,445349,4,0,83.1,"suburban"
"513",2020-03-15,"Cabarrus","North Carolina",315,216453,1,0,145.5,"suburban"
"514",2020-03-15,"Chelan","Washington",196,77200,1,1,253.9,"small/mid"
"515",2020-03-15,"Clackamas","Oregon",419,418187,1,0,100.2,"suburban"
"516",2020-03-15,"Clark","Kentucky",295,36263,1,0,813.5,"small/mid"
"517",2020-03-15,"Clark","Nevada",394,2266715,16,0,17.4,"urban"
"518",2020-03-15,"Clark","Washington",627,488241,3,0,128.4,"suburban"
"519",2020-03-15,"Clay","Florida",426,219252,3,0,194.3,"suburban"
"520",2020-03-15,"Columbia","Washington",7,3985,1,0,175.7,"small/mid"
"521",2020-03-15,"Coweta","Georgia",409,148509,2,0,275.4,"suburban"
"522",2020-03-15,"Cumberland","Maine",333,295003,10,0,112.9,"small/mid"
"523",2020-03-15,"Cumberland","Pennsylvania",408,253370,5,0,161,"small/mid"
"524",2020-03-15,"Dakota","Minnesota",231,429021,3,0,53.8,"suburban"
"525",2020-03-15,"Dallas","Iowa",28,93453,1,0,30,"small/mid"
"526",2020-03-15,"Deschutes","Oregon",273,197692,4,0,138.1,"small/mid"
"527",2020-03-15,"Dougherty","Georgia",581,87956,6,0,660.6,"small/mid"
"528",2020-03-15,"Douglas","Colorado",348,351154,8,0,99.1,"suburban"
"529",2020-03-15,"Douglas","Oregon",200,110980,1,0,180.2,"rural"
"530",2020-03-15,"Fayette","Georgia",197,114421,5,0,172.2,"suburban"
"531",2020-03-15,"Floyd","Georgia",649,98498,4,0,658.9,"small/mid"
"532",2020-03-15,"Forrest","Mississippi",192,74897,3,0,256.4,"small/mid"
"533",2020-03-15,"Forsyth","North Carolina",785,382295,2,0,205.3,"small/mid"
"534",2020-03-15,"Franklin","Ohio",1960,1316756,3,0,148.9,"urban"
"535",2020-03-15,"Galveston","Texas",978,342139,1,0,285.8,"suburban"
"536",2020-03-15,"Gordon","Georgia",287,57963,2,0,495.1,"rural"
"537",2020-03-15,"Grays Harbor","Washington",213,75061,1,0,283.8,"rural"
"538",2020-03-15,"Hamilton","Indiana",290,338011,1,0,85.8,"suburban"
"539",2020-03-15,"Hamilton","Tennessee",507,367804,1,0,137.8,"small/mid"
"540",2020-03-15,"Hanover","Virginia",381,107766,1,0,353.5,"suburban"
"541",2020-03-15,"Hendricks","Indiana",268,170311,2,0,157.4,"suburban"
"542",2020-03-15,"Henry","Missouri",96,21824,1,0,439.9,"rural"
"543",2020-03-15,"Hinds","Mississippi",457,231840,2,0,197.1,"small/mid"
"544",2020-03-15,"Island","Washington",59,85141,6,0,69.3,"rural"
"545",2020-03-15,"Jackson","Oregon",326,220944,2,0,147.5,"small/mid"
"546",2020-03-15,"Jefferson","Alabama",1034,658573,13,0,157,"urban"
"547",2020-03-15,"Jefferson","Arkansas",300,66824,5,0,448.9,"small/mid"
"548",2020-03-15,"Jefferson","Colorado",1233,582881,12,0,211.5,"suburban"
"549",2020-03-15,"Jefferson","Washington",28,32221,3,0,86.9,"rural"
"550",2020-03-15,"Kershaw","South Carolina",89,66551,14,0,133.7,"small/mid"
"551",2020-03-15,"King","Washington",63,2252782,421,38,2.8,"urban"
"552",2020-03-15,"Kitsap","Washington",341,271473,5,0,125.6,"small/mid"
"553",2020-03-15,"Klamath","Oregon",124,68238,1,0,181.7,"rural"
"554",2020-03-15,"LaPorte","Indiana",362,109888,1,0,329.4,"small/mid"
"555",2020-03-15,"Lewis","Washington",198,80707,1,0,245.3,"rural"
"556",2020-03-15,"Lewis and Clark","Montana",108,69432,1,0,155.5,"rural"
"557",2020-03-15,"Lexington","South Carolina",510,298750,1,0,170.7,"small/mid"
"558",2020-03-15,"Linn","Oregon",209,129749,10,0,161.1,"small/mid"
"559",2020-03-15,"Madera","California",668,157327,1,0,424.6,"small/mid"
"560",2020-03-15,"Marion","Oregon",498,347818,2,0,143.2,"small/mid"
"561",2020-03-15,"Milwaukee","Wisconsin",1890,945726,7,0,199.8,"urban"
"562",2020-03-15,"Monroe","New York",778,741770,2,0,104.9,"urban"
"563",2020-03-15,"Montgomery","Kentucky",204,28157,1,0,724.5,"rural"
"564",2020-03-15,"Multnomah","Oregon",1125,812855,1,1,138.4,"urban"
"565",2020-03-15,"Napa","California",279,137744,1,0,202.5,"small/mid"
"566",2020-03-15,"Nassau","Florida",248,88625,1,0,279.8,"suburban"
"567",2020-03-15,"Nelson","Kentucky",118,46233,1,0,255.2,"rural"
"568",2020-03-15,"Ocean","New Jersey",323,607186,2,0,53.2,"suburban"
"569",2020-03-15,"Polk","Georgia",187,42613,1,0,438.8,"rural"
"570",2020-03-15,"Polk","Iowa",836,490161,1,0,170.6,"small/mid"
"571",2020-03-15,"Prince George's","Maryland",885,909327,9,0,97.3,"suburban"
"572",2020-03-15,"Pueblo","Colorado",649,168424,1,0,385.3,"small/mid"
"573",2020-03-15,"Racine","Wisconsin",695,196311,1,0,354,"small/mid"
"574",2020-03-15,"Renville","Minnesota",34,14548,1,0,233.7,"rural"
"575",2020-03-15,"Saline","Arkansas",223,122437,1,0,182.1,"small/mid"
"576",2020-03-15,"Salt Lake","Utah",2101,1160437,15,0,181.1,"urban"
"577",2020-03-15,"Santa Rosa","Florida",638,184313,1,1,346.2,"small/mid"
"578",2020-03-15,"Sarasota","Florida",897,433742,2,0,206.8,"small/mid"
"579",2020-03-15,"Shasta","California",476,180080,1,0,264.3,"small/mid"
"580",2020-03-15,"Sheboygan","Wisconsin",347,115340,3,0,300.8,"small/mid"
"581",2020-03-15,"Skagit","Washington",266,129205,4,0,205.9,"small/mid"
"582",2020-03-15,"Snohomish","Washington",718,822083,175,3,87.3,"suburban"
"583",2020-03-15,"Spartanburg","South Carolina",739,319785,1,0,231.1,"small/mid"
"584",2020-03-15,"St. Johns","Florida",451,264672,2,0,170.4,"suburban"
"585",2020-03-15,"Stanislaus","California",1341,550660,2,0,243.5,"small/mid"
"586",2020-03-15,"Thurston","Washington",18,290536,4,0,6.2,"small/mid"
"587",2020-03-15,"Tulare","California",1572,466195,3,0,337.2,"small/mid"
"588",2020-03-15,"Virginia Beach city","Virginia",1504,449974,4,0,334.2,"urban"
"589",2020-03-15,"Wake","North Carolina",1235,1111761,14,0,111.1,"urban"
"590",2020-03-15,"Walla Walla","Washington",88,60760,1,0,144.8,"small/mid"
"591",2020-03-15,"Washington","Oregon",872,601592,13,0,144.9,"suburban"
"592",2020-03-15,"Whatcom","Washington",296,229247,3,0,129.1,"small/mid"
"593",2020-03-15,"Woodford","Illinois",49,38459,1,0,127.4,"small/mid"
"594",2020-03-15,"Worcester","Massachusetts",750,830622,6,0,90.3,"small/mid"
"595",2020-03-15,"Wright","Minnesota",178,138377,1,0,128.6,"suburban"
"596",2020-03-15,"Yakima","Washington",880,250873,4,0,350.8,"small/mid"
"597",2020-03-15,"Yamhill","Oregon",148,107100,1,0,138.2,"suburban"
"598",2020-03-16,"Adams","Colorado",926,517421,8,0,179,"suburban"
"599",2020-03-16,"Alachua","Florida",738,269043,4,0,274.3,"small/mid"
"600",2020-03-16,"Anderson","South Carolina",89,202558,2,0,43.9,"small/mid"
"601",2020-03-16,"Arapahoe","Colorado",1135,656590,15,0,172.9,"suburban"
"602",2020-03-16,"Arlington","Virginia",304,236842,9,0,128.4,"urban"
"603",2020-03-16,"Baldwin","Alabama",587,223234,1,0,263,"small/mid"
"604",2020-03-16,"Bartow","Georgia",658,107738,9,0,610.7,"suburban"
"605",2020-03-16,"Beaufort","South Carolina",218,192122,3,0,113.5,"small/mid"
"606",2020-03-16,"Bell","Texas",863,362924,1,0,237.8,"small/mid"
"607",2020-03-16,"Bergen","New Jersey",638,932202,61,2,68.4,"suburban"
"608",2020-03-16,"Bernalillo","New Mexico",1682,679121,14,0,247.7,"small/mid"
"609",2020-03-16,"Blaine","Idaho",59,23021,2,0,256.3,"rural"
"610",2020-03-16,"Blue Earth","Minnesota",113,67653,1,0,167,"small/mid"
"611",2020-03-16,"Boone","Indiana",175,67843,1,0,257.9,"suburban"
"612",2020-03-16,"Boulder","Colorado",634,326196,7,0,194.4,"small/mid"
"613",2020-03-16,"Bourbon","Kentucky",252,19788,1,1,1273.5,"small/mid"
"614",2020-03-16,"Burlington","New Jersey",375,445349,5,0,84.2,"suburban"
"615",2020-03-16,"Cabarrus","North Carolina",316,216453,1,0,146,"suburban"
"616",2020-03-16,"Chelan","Washington",186,77200,1,1,240.9,"small/mid"
"617",2020-03-16,"Clackamas","Oregon",420,418187,2,0,100.4,"suburban"
"618",2020-03-16,"Clark","Kentucky",295,36263,1,0,813.5,"small/mid"
"619",2020-03-16,"Clark","Nevada",402,2266715,35,1,17.7,"urban"
"620",2020-03-16,"Clark","Washington",624,488241,4,0,127.8,"suburban"
"621",2020-03-16,"Clay","Florida",426,219252,3,0,194.3,"suburban"
"622",2020-03-16,"Columbia","Washington",7,3985,1,0,175.7,"small/mid"
"623",2020-03-16,"Coweta","Georgia",405,148509,2,0,272.7,"suburban"
"624",2020-03-16,"Cumberland","Maine",333,295003,13,0,112.9,"small/mid"
"625",2020-03-16,"Cumberland","Pennsylvania",406,253370,5,0,160.2,"small/mid"
"626",2020-03-16,"Dakota","Minnesota",236,429021,4,0,55,"suburban"
"627",2020-03-16,"Dallas","Iowa",26,93453,1,0,27.8,"small/mid"
"628",2020-03-16,"Deschutes","Oregon",273,197692,6,0,138.1,"small/mid"
"629",2020-03-16,"Dougherty","Georgia",577,87956,6,0,656,"small/mid"
"630",2020-03-16,"Douglas","Colorado",343,351154,8,0,97.7,"suburban"
"631",2020-03-16,"Douglas","Oregon",197,110980,1,0,177.5,"rural"
"632",2020-03-16,"Escambia","Florida",1455,318316,1,0,457.1,"small/mid"
"633",2020-03-16,"Fayette","Georgia",200,114421,5,0,174.8,"suburban"
"634",2020-03-16,"Floyd","Georgia",615,98498,4,0,624.4,"small/mid"
"635",2020-03-16,"Forrest","Mississippi",192,74897,3,0,256.4,"small/mid"
"636",2020-03-16,"Forsyth","Georgia",419,244252,1,0,171.5,"suburban"
"637",2020-03-16,"Forsyth","North Carolina",785,382295,2,0,205.3,"small/mid"
"638",2020-03-16,"Franklin","Ohio",1956,1316756,3,0,148.5,"urban"
"639",2020-03-16,"Galveston","Texas",979,342139,1,0,286.1,"suburban"
